"enseigne","ca","surface_vente","surface_totale","potentiel_Z10","potentiel_Z15","potentiel_Z20","potentiel_Z5","nb_primaire_Z10","nb_primaire_Z15","nb_primaire_Z20","nb_primaire_Z5","nb_secondaire_Z10","nb_secondaire_Z15","nb_secondaire_Z20","nb_secondaire_Z5","nb_gsa_Z10","nb_gsa_Z15","nb_gsa_Z20","nb_gsa_Z5","nb_ophtalmologiste_Z10","nb_ophtalmologiste_Z15","nb_ophtalmologiste_Z20","nb_ophtalmologiste_Z5","nb_pharmacie_Z10","nb_pharmacie_Z15","nb_pharmacie_Z20","nb_pharmacie_Z5","nb_pdv_Z10","nb_pdv_Z15","nb_pdv_Z20","nb_pdv_Z5","nb_conc1_Z10","nb_conc1_Z15","nb_conc1_Z20","nb_conc1_Z5","nb_conc2_Z10","nb_conc2_Z15","nb_conc2_Z20","nb_conc2_Z5","REVENU_TOTAL_Z10","REVENU_TOTAL_Z15","REVENU_TOTAL_Z20","REVENU_TOTAL_Z5","P10_POP_Z10","P10_POP_Z15","P10_POP_Z20","P10_POP_Z5","P10_MEN_Z10","P10_MEN_Z15","P10_MEN_Z20","P10_MEN_Z5","P10_INACT1564_Z10","P10_INACT1564_Z15","P10_INACT1564_Z20","P10_INACT1564_Z5","P10_RETR1564_Z10","P10_RETR1564_Z15","P10_RETR1564_Z20","P10_RETR1564_Z5","P10_ETUD1564_Z10","P10_ETUD1564_Z15","P10_ETUD1564_Z20","P10_ETUD1564_Z5","P10_ACTOCC1564_Z10","P10_ACTOCC1564_Z15","P10_ACTOCC1564_Z20","P10_ACTOCC1564_Z5"
"Big Bazar",842853,204,378,4430827,58369,4284107,2211190,11,22,8,14,30,7,24,1,55,28,48,49,12,22,61,68,58,99,117,41,5,4,5,2,3,1,4,0,2,0,2,0,6228645687,381293991,9126139468,144314280,256939,320919,385310,165918,110474,169523,199048,102150,75857,78233,56348,34313,13803,16112,10563,3501,7291,15009,21941,7903,83065,176783,5398,18067
"Big Bazar",1977808,34,264,2723877,3598685,4382504,537953,10,14,25,0,19,55,19,9,50,32,45,14,38,63,31,56,84,120,58,23,4,0,5,4,1,2,3,2,1,0,0,2,3382080269,4930922755,4719035091,2505847919,31885,332387,11293,191215,144935,39158,233552,97641,78216,43038,90632,36278,8060,560,23740,5295,14512,18207,24034,2906,68149,122210,37128,64162
"Big Bazar",1929650,135,391,3092281,4936972,108760,198014,14,24,24,13,10,12,10,22,89,4,45,38,12,74,18,58,127,57,84,92,3,0,3,2,0,4,2,2,1,1,1,2,2013733372,3136545426,8471896782,2235565837,396013,125948,298301,114427,18256,9242,36583,96553,7564,60217,41237,37175,7737,260,17813,3517,23240,24923,36386,9729,144996,85770,172791,58024
"Big Bazar",1303315,140,150,1252053,3519932,4486704,1135312,20,18,14,22,20,9,39,23,24,5,11,15,38,68,55,44,80,145,121,93,6,0,2,2,3,1,0,0,2,0,1,2,2301098296,6282873547,2266411848,2557660813,219256,116055,92889,146699,192367,200983,219898,73545,95816,18483,106412,14853,3272,4877,3083,6144,6579,14356,29227,2810,19227,57645,182643,24285
"Big Bazar",846664,146,105,2326325,4063922,4788230,1150328,4,19,11,11,30,19,4,29,14,80,33,28,15,0,22,44,17,151,111,82,0,5,0,3,0,5,0,1,1,2,0,2,6136902674,4521515745,5101195288,467297882,102241,65840,515047,162585,97184,145955,228804,42586,88964,87383,65693,5974,13892,9430,6111,6903,35536,41894,20601,10191,18131,114934,186051,15264
"Big Bazar",1824784,218,79,3009793,519582,1972098,248109,21,13,9,3,18,38,38,16,62,74,64,35,68,1,46,12,79,85,29,90,4,0,4,4,0,0,3,1,1,0,1,1,1640885510,191069191,932393460,3121847650,96978,128641,3095,188504,92765,204624,131949,46434,86412,58835,101959,26895,10343,3170,17894,3381,26340,31429,51196,24824,128141,182709,114496,46667
"Big Bazar",519487,194,183,2520434,3942562,699742,1805579,3,1,27,15,16,37,13,19,90,69,4,19,58,13,17,26,0,146,1,71,2,5,4,1,3,4,3,1,2,1,1,2,127795010,754230231,7313290791,1488664142,251503,467401,441959,142502,92752,95641,62771,86602,33932,92865,36384,36946,5984,13567,3555,1736,3359,32972,58931,28137,38754,122186,108596,75424
"Big Bazar",1154610,182,431,4745486,3785318,1718241,659622,5,21,10,6,17,6,39,21,23,8,79,46,0,52,0,15,21,23,124,88,6,5,5,1,1,2,0,0,1,0,2,2,2775837769,6863871396,5942383131,3010345189,69233,159839,136976,74054,12618,11207,242255,102143,36763,98689,52850,8597,18120,18821,4277,4606,24108,11661,25509,15580,61690,69287,31667,33848
"Big Bazar",471261,63,234,831314,728098,35974,830499,4,23,8,21,7,5,4,1,4,53,71,25,38,10,30,44,105,135,111,74,6,0,4,4,3,5,5,2,1,0,1,0,6948714920,1144743700,2430042987,379025573,27340,252147,88744,145797,148166,15658,83681,67421,10461,18343,105935,16676,15195,18848,21517,1721,48913,35183,8171,24770,107765,92110,76199,50833
"Big Bazar",1882189,273,141,4183117,2578197,1699040,749885,1,15,11,15,32,55,27,27,59,14,58,59,45,4,49,52,133,52,5,97,3,2,5,1,2,3,2,1,1,2,0,2,840252064,4115634470,6022564953,252675926,335735,341283,98070,113394,7948,129566,188689,15776,49668,95489,39616,41117,15930,18263,26287,4379,44647,14297,28049,14004,174916,28810,4053,38785
"Big Bazar",663465,271,373,3720953,1427942,3946431,1201364,5,0,10,11,4,53,32,6,66,44,68,8,51,54,36,24,93,63,106,65,6,5,2,4,2,1,1,1,1,1,0,0,6796255884,7012412961,7949528300,1786198024,256274,64732,168053,84587,195414,150598,152179,42550,17144,1386,17952,28730,3056,8460,2537,2725,22447,17843,27850,20540,92155,96551,196751,70188
"Big Bazar",1490415,48,93,4156141,2132022,853335,777226,3,0,12,17,24,33,9,21,18,1,78,38,72,18,22,39,52,110,74,74,1,2,0,1,2,3,2,1,2,1,2,1,2398839187,3848283787,2404985906,351110849,86484,76940,95401,115292,152329,14426,192730,35073,35298,65183,70154,20505,9536,6273,21561,5150,9043,45802,18505,4362,72098,131257,94623,17914
"Big Bazar",1708401,53,413,4526833,3643859,3537617,421654,15,22,18,10,15,36,39,16,68,77,0,39,48,48,22,37,120,132,17,36,5,3,0,2,3,0,1,2,2,0,2,2,4690354077,1647342691,1327307908,1359272838,111609,180848,548016,62296,177152,80414,10462,83713,57203,63406,69909,41933,13366,5724,11973,7155,11069,16805,21960,802,2875,117540,5915,84316
"Big Bazar",2058795,236,249,3330064,4203253,2121779,360121,9,27,12,4,31,43,41,18,91,51,65,5,47,28,50,68,31,148,47,39,3,5,1,4,2,4,0,1,2,1,2,2,3805128828,2849297471,923620509,1486892828,266124,166441,201525,88445,191177,206230,29880,16324,89593,65651,85533,28964,1540,4192,1190,2650,33533,1206,13778,8889,132667,18653,211198,67404
"Big Bazar",267414,25,58,1317496,628350,4059472,1194775,5,17,11,0,24,53,23,1,64,78,39,61,49,39,55,44,70,129,113,43,6,1,4,1,2,0,2,0,2,0,1,1,1296874377,3029283078,5959751548,1249328247,109068,229405,41223,71726,52184,165326,97916,86831,69267,72367,93198,38062,2223,21402,13912,6985,33820,44498,21749,15035,133528,83984,99632,58159
"Big Bazar",206207,20,58,2285592,3536305,3046885,1749918,3,3,27,10,27,10,0,32,25,53,39,13,46,36,7,9,33,8,107,8,5,2,0,2,2,1,5,1,2,0,1,0,2070831917,4996127546,3116891182,100080786,17808,164635,78422,199670,11331,165499,161225,44795,46540,61474,101469,12360,6816,21719,5573,4769,19214,18816,15632,770,39960,120488,11683,13239
"Big Bazar",498940,136,226,943121,8660,1881144,777915,20,15,5,16,19,10,34,7,15,8,18,6,70,31,36,8,0,53,87,40,1,0,4,4,0,4,5,1,1,1,0,2,5507810176,4611990128,2013248025,1075729052,297151,55478,176858,7758,27548,113457,190548,33154,66309,33294,11029,34188,9767,13541,25758,6812,13054,27979,3139,12996,102927,158506,24006,52459
"Big Bazar",2345110,35,463,2006241,1323724,37083,697367,5,8,20,18,21,19,14,38,38,66,58,19,64,6,34,68,53,122,42,57,2,5,0,4,1,0,3,1,2,1,2,0,1404562040,3970226444,8514804047,1201586749,394086,83300,368179,11936,101605,144434,258778,100710,70136,76141,45099,33114,3909,20856,9684,8281,23057,12311,40790,1316,53737,148576,215326,76872
"Big Bazar",1176499,254,39,1144241,2832791,2327829,2096617,16,18,29,9,22,40,29,9,51,10,44,40,18,37,41,70,28,8,21,87,2,1,4,2,2,1,4,1,1,0,0,1,2294885380,5952645637,8355559270,2813030613,200597,424366,303794,155893,137563,109419,221038,110819,17450,90834,18420,25801,17710,312,17290,8189,29326,14930,8282,7323,113556,176291,114290,2765
"Big Bazar",2314968,238,324,1781984,4208406,1682160,796800,16,7,16,7,29,6,22,12,18,16,41,36,7,73,10,37,97,54,131,7,0,5,0,2,1,2,4,1,0,2,1,2,2019440442,5398437877,5578302351,2094278510,152150,221607,513624,118257,21054,204099,250280,54937,4135,72491,37783,42829,16589,4951,22894,3201,38861,29876,30305,10884,82408,153397,112074,78546
"Big Bazar",1404367,190,179,3515065,3063560,1775488,1474852,22,19,21,1,33,27,28,4,58,27,23,10,30,77,45,54,3,122,102,83,0,4,1,1,3,3,0,1,1,2,2,2,493129442,3740055354,1931375619,1059755698,88434,431178,168860,97214,1228,67920,185767,80420,58907,99612,59278,8607,4637,987,832,3843,29033,28983,26346,17028,124323,56387,26144,79998
"Big Bazar",1421332,271,387,1697645,2205918,2516427,758307,8,7,16,13,10,9,32,12,59,68,38,9,24,27,12,72,7,116,36,75,6,4,0,4,3,0,1,0,0,1,1,1,6163310569,1476000601,642259089,2125571664,291252,223550,333503,24761,175236,71461,255449,48611,11369,74364,36245,29987,11535,5994,12596,3857,45547,35480,42485,22892,110548,13511,149301,74740
"Big Bazar",2059410,204,141,3483450,1597179,1559750,1287977,8,23,19,14,16,36,31,10,54,10,3,38,11,46,40,18,7,27,20,23,4,2,5,1,3,3,1,1,2,0,1,1,3004156737,6031927380,9126765122,3264386042,70342,453526,192940,203114,11520,72130,187730,29979,1030,42984,29854,39275,6223,6149,20350,4452,12004,20834,54584,8546,28256,83579,194183,60375
"Big Bazar",1014909,69,53,919993,56628,871337,994434,7,23,23,16,38,33,22,0,30,78,25,46,43,45,52,10,149,26,22,103,2,4,5,2,0,5,0,1,0,0,1,0,2341357827,519746487,1996602774,2976069018,50499,115333,212837,156629,79071,88290,29380,38730,92404,93583,109915,18801,16502,8251,14392,1906,18776,50471,30889,11951,98503,102627,122352,52080
"Big Bazar",353335,103,223,4198766,2984146,2906053,375969,15,8,17,20,27,16,13,33,78,68,5,12,55,63,59,5,2,157,122,35,5,0,4,1,1,4,1,1,0,2,1,2,2949270050,3124511268,6114740899,1204145257,333358,363431,214348,76084,152706,211599,95163,42777,26416,23683,79156,13588,5562,11053,22753,8358,17686,30370,44097,20680,59631,113987,163576,27044
"Big Bazar",686202,195,354,1435818,3591417,3320253,2227472,11,17,25,16,11,12,4,36,35,48,41,38,7,49,6,61,141,3,34,50,0,0,2,1,2,3,4,0,0,2,1,0,948940950,6167155851,1513314270,2190937652,228593,107267,363995,65310,72366,58603,122284,53971,66583,54219,34784,38880,5089,2709,8347,4304,12684,33535,10948,21669,134642,93973,87229,64463
"Big Bazar",254963,206,210,3337402,4741507,2715797,1047179,17,5,15,17,3,44,36,12,77,12,46,51,45,18,18,13,106,23,84,28,5,5,1,1,3,2,4,2,0,1,2,0,5137276990,4945147475,7028033501,60694193,133498,492926,298194,136366,37037,187075,43324,100937,47117,50219,98860,22430,14611,1885,26161,3170,32094,15610,56925,21116,93114,166685,41302,62254
"Big Bazar",1149803,223,119,2672255,709380,4163986,1710053,21,0,26,15,21,9,39,11,74,69,7,57,71,6,51,52,151,97,11,64,4,5,2,2,1,5,5,1,0,0,2,2,5832434426,5239762674,2378181486,2896886131,249386,224262,46435,193066,168168,179476,187038,74960,49782,83619,74211,34911,17993,3600,154,5736,16358,26598,12755,24803,109994,93243,171558,30989
"Big Bazar",1789588,190,236,443669,1533917,18333,2616266,5,14,12,3,0,22,2,6,15,74,74,9,32,55,48,21,129,71,25,9,2,2,3,4,0,4,4,0,2,0,0,2,573194995,7100595590,8916786328,1241118589,92383,29272,481656,145148,24980,39824,193139,58025,23222,9183,93868,15310,12057,16958,23254,380,15105,22749,57554,6163,97149,34649,205428,4512
"Big Bazar",501158,21,148,3592294,2365822,3974492,2057244,17,16,20,17,20,30,34,18,0,65,60,40,75,26,8,44,3,131,12,3,4,4,5,1,3,3,0,0,2,1,0,2,5934980696,1915370409,3412939131,759825449,142623,57407,274975,20066,115823,6793,75967,69800,36919,56156,117888,13474,3728,5024,8420,6066,5212,24540,47349,4794,122035,11651,201464,35699
"Big Bazar",280023,117,171,5012242,2285183,3941675,1372179,6,25,0,18,27,28,13,32,3,46,53,7,42,14,6,66,80,157,86,25,3,0,2,4,2,0,0,0,0,1,2,2,1773900523,7354055724,3080973796,151922048,221817,280362,236164,69853,158966,208392,2220,103037,51368,17018,116371,12194,11884,7850,8580,2948,48568,48076,48071,22003,115804,41785,127045,49260
"Big Bazar",614432,102,51,1149606,1907788,2019170,1515909,0,16,0,13,10,35,18,38,79,53,33,57,42,19,25,61,29,114,0,99,5,4,3,1,0,0,0,1,1,1,1,1,3985321677,1956750494,645085833,2142085911,341189,13067,547560,126519,178021,196345,100679,63017,6237,49980,87888,15421,1965,18812,18071,5331,24093,28994,2176,13409,144837,159317,191195,73775
"Big Bazar",1299975,26,292,4738415,1802532,4553566,765924,5,27,27,8,9,34,5,15,43,0,14,0,57,39,56,35,44,5,44,27,5,3,0,4,2,5,1,1,2,1,0,1,943189711,6751303595,1993825933,908915630,344783,282631,171352,78809,72529,60656,40554,12799,6197,77066,55574,3477,5868,4260,573,6307,23405,5726,11395,9337,171583,5991,121106,59273
"Big Bazar",1632907,275,145,730572,1472100,2249025,2192728,17,1,24,17,33,19,41,32,58,20,70,42,49,21,23,32,146,139,133,34,6,3,1,2,1,2,3,0,2,0,2,2,1766869114,165740031,7388503935,3361010707,361550,367543,531614,138498,127009,201575,251105,63057,86900,11157,104165,36522,5889,16649,5646,8300,18528,29530,5047,4429,72122,182237,126945,41757
"Big Bazar",1185201,226,341,1657429,3340170,655053,335272,10,23,13,9,36,2,28,12,32,33,56,35,5,57,11,20,104,101,96,20,5,5,4,4,3,3,4,0,0,2,1,0,6714592968,168477702,5209599369,1033046653,296215,194112,233466,96815,49378,18933,211385,11926,96394,9649,119428,392,7792,8376,6546,1264,2045,17532,21120,17407,66330,92497,6305,81235
"Big Bazar",1245373,202,413,4560932,2300367,751614,127465,6,20,14,8,29,11,25,35,6,43,78,11,19,13,45,43,13,0,74,64,2,2,4,1,1,2,4,1,2,0,2,1,7047396568,5041851385,2439594542,2239087628,168765,256033,500458,37270,108387,108718,69026,94685,23771,101450,48252,30942,8255,13342,8880,4598,28914,12594,58557,29056,4962,60248,13750,23658
"Big Bazar",2144154,158,275,2080111,3539773,4129260,1134840,21,2,0,22,2,16,7,2,93,19,11,5,44,30,17,72,20,84,21,103,3,4,2,2,1,4,5,0,0,2,2,1,1207235918,4885015583,7746044417,2557487260,326321,416521,55050,142035,44800,147031,178208,37706,69181,46248,50662,12864,14341,12527,13887,2619,48840,7466,56777,17469,121920,46113,130680,53887
"Big Bazar",1377906,35,115,1205017,2582245,706926,1066420,11,21,16,10,11,51,42,37,66,54,51,24,32,24,58,11,78,57,75,48,2,5,2,3,1,1,0,2,1,1,0,0,4083874215,4267066986,3965361115,2245374161,54102,452682,230395,198416,127549,39215,166218,85567,94289,22181,16258,12437,15616,18326,497,5594,9761,10189,39682,28098,125733,183608,116895,56326
"Big Bazar",1916218,187,431,3329926,2553875,4298913,1204770,0,9,14,12,24,28,15,18,60,40,76,50,26,14,16,29,71,41,94,37,0,4,4,3,3,4,4,1,2,2,2,0,4324151526,2669673113,8816066745,2923194805,130482,32043,489723,188184,15119,34733,7849,80508,5978,40167,93704,39596,3820,11233,5433,2419,47093,50096,43443,1181,137696,4090,136572,22889
"Big Bazar",542444,107,412,3083738,1369727,2461105,274253,5,19,28,4,32,9,34,33,33,19,35,8,22,33,65,34,87,88,127,71,1,2,1,1,0,4,1,2,0,0,1,1,4392650721,6336747461,8182113219,2350555510,214253,161086,238128,196360,117068,88165,219590,65228,74996,8246,31133,39457,5703,12974,18455,5622,15387,21016,56142,6046,83137,134148,162034,35351
"Big Bazar",665837,118,70,1303069,3515007,44451,1818576,19,24,21,4,5,14,42,18,40,17,66,62,3,57,55,4,68,147,29,26,0,5,4,3,2,2,0,1,0,2,1,0,3976782750,6803810315,2542614740,3341460304,31851,470205,485939,18239,134777,67093,24416,62557,3773,92271,48280,29388,14943,12807,4418,7370,34586,32181,53618,860,153217,30105,74692,57120
"Big Bazar",1479139,64,229,4395482,741754,2572096,2679370,6,0,10,3,22,52,16,36,27,50,67,20,40,5,26,30,66,50,110,63,2,3,0,4,2,2,4,1,0,2,1,1,182202297,6035483820,5170176654,3630400071,21165,118385,524244,122751,180927,108726,38885,96353,50861,78374,92926,4069,6760,11224,21005,4545,49972,35761,17003,19188,84508,6114,196413,5400
"Big Bazar",2226399,264,250,2302207,3326752,4843028,2737687,14,18,14,9,36,17,27,16,25,15,41,35,57,61,33,36,32,66,78,36,4,5,5,4,3,4,5,1,0,2,0,0,835113850,4286376162,2637933385,2680386898,343166,322022,187060,63320,147067,81338,183483,16649,2688,66521,118080,17999,2553,20195,24998,565,14068,6536,20375,3718,152516,19247,49622,5508
"Big Bazar",1961172,191,466,4813055,3692584,3623973,85100,11,3,7,22,9,45,8,38,15,79,3,27,25,35,30,70,75,159,109,92,6,1,1,2,1,3,0,1,2,2,2,2,2652089422,4994069547,7546560347,2751238696,412552,464769,562554,57117,129001,143649,3597,43059,8897,90748,13879,24211,12099,11554,4164,5177,8036,6323,46847,880,153359,78307,122643,2805
"Big Bazar",2236669,58,338,3358918,3087146,2376561,626613,19,25,17,1,37,34,41,35,22,37,80,63,64,32,10,54,142,15,56,61,2,2,5,3,2,0,0,1,1,2,1,1,4299404071,3272685737,6638844376,2845535309,412832,113814,239501,20667,149747,18113,248540,88494,11187,33103,57089,20467,9534,7578,4448,7914,12397,42988,20986,23798,134561,157795,69130,50598
"Big Bazar",2505618,166,459,1225713,1895255,2560607,2651849,22,27,8,1,32,11,1,9,54,29,1,26,71,74,41,58,36,106,29,36,3,3,5,4,1,2,3,0,2,0,1,0,4746650425,6081463445,8227388470,465281622,207719,341210,294667,176060,102318,149318,116072,59289,44475,47242,112524,23168,4259,3935,23305,3272,43186,43778,5473,20269,89424,116118,24758,4576
"Big Bazar",1174172,176,217,809236,3653292,3460503,1790089,21,4,19,9,29,6,29,7,92,2,80,15,28,38,48,59,120,100,126,95,5,3,3,3,2,0,5,2,0,0,1,2,2979700093,3564861982,1192082225,335504947,200160,82516,3705,103348,140817,208165,22243,88035,72593,35763,17619,9401,1077,5729,17192,840,45220,33915,29090,13098,98668,72279,210012,76583
"Big Bazar",320271,111,345,679456,616955,1406010,586813,17,20,19,9,35,14,29,9,71,81,44,19,37,0,34,26,119,125,128,26,4,5,5,1,0,1,0,0,0,2,1,0,157495498,6172637654,6179232010,875366958,219417,287483,397312,212991,31687,35204,154235,93809,57828,11155,10328,1668,454,13127,9125,4094,882,30040,7872,7566,23759,33202,98494,39631
"Big Bazar",524797,68,263,827211,3636366,3396670,2348982,3,22,16,18,30,18,1,3,27,11,61,40,18,69,38,16,96,9,61,58,3,0,5,1,0,4,1,0,1,1,0,2,5712416509,2182807789,8002806969,1507625588,360902,54201,368890,211182,86605,101260,54244,56884,10843,94491,77376,12871,14078,18480,1850,450,40877,39348,51585,8437,12223,94826,146482,3760
"Big Bazar",2403295,256,197,2174887,2550128,1075770,1949657,22,6,23,9,7,38,19,5,21,29,52,31,25,28,53,42,140,40,26,81,0,5,5,1,1,2,4,0,2,1,2,2,3777547293,6060330696,6729791176,3376688444,154385,261728,24934,13249,123221,110151,75436,2581,61590,102446,119179,38594,16081,8514,15699,5982,15732,15193,44578,22981,109510,113715,7180,46939
"Big Bazar",416465,26,243,3415955,3594137,199435,22722,8,7,27,5,11,30,36,13,76,80,10,57,58,61,53,56,70,94,8,74,3,0,3,3,0,1,4,1,2,1,2,2,72887517,3714769613,3334085952,2695782649,45840,249318,184775,53347,193499,60522,96156,46378,50856,50499,28067,39919,12753,6193,17691,8133,23790,31987,4889,7620,69902,60743,89821,2537
"Big Bazar",829271,109,106,1070967,810057,450537,1052698,21,1,1,16,18,16,10,25,73,40,1,26,10,23,12,49,130,158,0,43,4,0,2,3,3,5,5,0,0,0,0,1,1420598680,5582827849,9278058570,3602057702,124067,278491,474405,118713,196462,101646,204775,19218,4474,96747,48710,8133,13746,22686,3113,5427,4123,1271,45746,20556,54783,168378,117037,68453
"Big Bazar",1896349,267,211,4003296,1833545,1247529,1784011,14,6,27,4,5,22,3,22,1,62,50,30,58,63,3,41,94,13,77,75,1,5,3,4,2,3,0,2,0,0,0,2,5672911475,1627718058,5513107810,1746179424,211958,70617,247487,182428,143247,58794,75569,8623,70886,98543,71939,27543,8706,19165,19077,3513,16872,36671,11031,16893,84982,117264,49735,33610
"Big Bazar",652874,46,64,3516957,3686682,3491215,1079428,19,4,0,14,35,19,43,13,69,35,22,49,58,56,28,33,12,5,113,37,5,4,1,4,3,4,0,0,1,0,1,1,1245677792,1638467430,342690953,1072840799,229842,367723,160577,155442,28196,61071,135980,56987,62438,7648,83524,5372,10346,21715,18528,1766,30805,2994,17003,7353,34883,57458,124089,64014
"Big Bazar",479676,204,104,1675992,1724508,127569,2313100,21,20,4,0,35,49,35,0,6,48,74,35,40,41,39,52,26,160,127,23,1,2,4,4,3,3,0,1,1,0,0,2,2300040293,2152475923,504524904,591639707,130110,445755,151225,9562,171634,157185,27678,77081,48809,6303,114539,18283,3662,13198,8877,3695,52173,48482,44396,5110,61363,175324,103937,74197
"Big Bazar",1191625,118,211,4564314,3957851,2374288,2444379,11,26,25,10,36,9,32,34,36,78,16,32,31,40,10,55,153,55,127,26,5,0,0,2,0,0,3,1,1,0,2,0,4778365365,3580712869,5060842250,3337988991,318386,281443,522833,169049,64731,39963,235207,79693,45956,35363,57202,17147,10794,6200,25258,6563,53320,30799,40406,3818,10493,50441,97435,50745
"Big Bazar",613658,128,265,933636,1644680,3627213,1522135,5,1,18,5,17,45,26,1,1,52,3,50,57,21,47,54,26,35,135,78,3,0,4,1,2,3,3,0,0,1,1,2,1660439242,4830299111,7348413100,1875786603,274739,402068,103671,87651,147566,204735,135011,65102,90939,8577,2390,12432,13132,23319,25540,8062,16591,43104,877,27904,144805,45444,165973,71287
"Big Bazar",1052382,193,274,3287993,3514074,1590177,283642,10,8,18,21,36,46,42,35,33,25,59,1,31,34,8,2,41,95,24,51,1,1,0,1,2,3,2,0,1,2,2,2,3662640045,508570662,6937443787,398064434,165798,277713,38115,34797,155649,64771,139532,5972,29678,12737,103713,23877,6684,6890,17463,6975,41205,12257,55341,12850,127521,47481,188893,18772
"Big Bazar",2109005,243,66,3375789,1055837,2624075,1223654,18,13,6,2,10,42,8,19,26,7,61,28,71,29,17,51,22,126,109,71,4,1,3,2,3,1,0,2,2,0,2,1,6079170704,1348026803,1978207883,1916220401,59888,408946,226169,122113,66422,112206,126401,103545,85799,77281,80910,42242,4270,18722,18136,4201,44740,19793,13557,22356,67954,169753,101839,43048
"Big Bazar",408525,72,238,3250960,2505677,938839,1419719,8,7,17,21,28,17,4,37,32,72,48,19,74,11,6,52,71,77,120,10,3,3,1,4,2,5,3,1,2,1,1,1,5814590422,1960496238,436788198,1783520355,401380,461101,108069,133250,143659,44028,59809,72385,43729,71914,89525,21966,4769,2643,2268,5779,19386,43862,36386,19393,6238,73016,34772,52221
"Big Bazar",1203147,36,40,977470,828237,888692,1342993,13,4,6,2,3,2,19,38,11,53,39,38,4,3,37,68,21,77,44,15,4,0,1,1,0,0,3,2,1,1,1,2,2088551639,1356975931,8519315161,1794064357,113229,9817,481580,31885,189897,34535,171248,58680,50698,92080,8262,27101,9818,19743,16657,3622,30582,10151,39198,19428,108039,88401,219957,65602
"Big Bazar",302956,249,202,3362310,2909668,3026776,1105014,16,18,7,0,38,17,5,29,62,1,45,54,43,33,61,1,99,104,120,2,5,3,4,2,0,4,3,0,0,0,2,0,1250044064,7184513655,6521049599,1548462371,306765,483708,509310,92812,33501,84909,92353,8891,98190,1797,49902,32951,13029,11432,1496,6430,29506,714,45012,13900,68392,121198,160868,22126
"Big Bazar",1071774,241,340,547243,4465301,2728330,1756545,14,20,23,4,3,18,28,5,11,12,40,50,52,33,4,43,72,159,80,73,4,5,4,1,2,5,1,0,2,2,0,0,5720387466,6212724945,9166858967,2269696773,364089,229165,346337,180549,64222,59425,263175,16360,37836,15857,53351,25698,18260,14606,7384,8664,51828,3788,32110,3409,98806,111783,183250,48805
"Big Bazar",1050869,175,285,198762,4565699,2341311,798852,10,5,9,9,26,38,22,6,75,21,5,15,55,30,29,41,155,82,110,30,2,1,0,4,3,5,0,1,2,1,2,2,3384208536,3601730377,417193617,3016791548,412822,446534,109308,54892,137709,204838,208303,79289,42408,42915,87552,32460,17293,18390,19962,5332,18968,1554,32197,28500,129685,136733,146715,73131
"Big Bazar",447951,100,187,663323,2392150,175797,362250,19,16,0,13,32,32,21,39,69,37,55,42,45,11,17,58,106,139,132,19,2,3,1,2,1,4,5,2,2,0,0,0,2797684186,3355164677,2551834984,3744485864,21561,191826,51200,145599,47104,82292,15699,17156,40817,53829,108690,24374,6242,1310,10266,3096,5717,26580,24197,13261,82130,160616,18998,46525
"Big Bazar",1795704,176,250,3854210,153157,3317607,2481288,0,4,28,21,19,23,6,23,3,8,39,47,70,43,43,56,0,48,121,101,6,4,2,2,1,5,3,2,1,1,2,2,5181746560,5390750974,5660084555,1115745192,150008,100544,343507,175537,106624,139899,21916,102021,33589,103273,38492,18833,9805,514,22807,5297,34008,8156,7053,25357,67419,124366,61930,82451
"Big Bazar",1432841,224,362,1768959,811865,1849559,51066,19,3,6,0,3,5,19,36,24,68,65,5,30,36,19,27,64,17,117,101,0,5,0,4,2,4,1,0,2,2,2,1,878716997,5264452783,5998437134,1401711850,259771,316750,456764,133378,153163,126623,81658,101809,2227,62412,39121,3194,6203,8439,8372,5122,14789,20977,5362,17920,41702,123131,72615,59754
"Big Bazar",886636,46,394,1073748,4182282,1937685,1270787,5,5,5,12,7,50,30,35,51,73,62,4,25,26,54,1,32,56,94,16,2,5,2,3,0,3,4,0,1,0,1,2,2233211882,3453780504,257096764,1856680804,337110,380229,145738,163511,115355,129782,106358,62992,63377,13266,44996,39763,12376,13364,26251,4740,44780,28243,48854,24162,146583,145602,159357,8370
"Big Bazar",1738421,138,106,171327,1685524,3070989,2721360,20,21,3,1,29,51,7,3,41,60,53,10,8,23,19,62,37,60,60,60,4,5,3,4,0,1,2,0,1,1,1,2,6078713030,5299452785,923714850,1616793255,213323,122088,214081,57105,173188,182768,69922,85622,64988,93972,47206,21652,6151,10326,22495,6105,7404,32736,4996,9326,93558,121803,123838,38614
"Big Bazar",687875,182,448,584002,1868678,753764,2446187,20,6,0,16,6,24,11,14,51,39,24,15,5,44,22,13,47,18,44,26,6,4,0,4,3,4,5,0,0,1,1,2,3318026267,779506281,5262435071,3178145082,296285,262898,123921,198089,30898,105490,121996,59216,9971,12207,89486,2190,1845,6174,7404,4557,24557,16776,17137,20334,14359,129132,204316,40557
"Big Bazar",235589,48,47,1441808,4210811,4512575,2178734,13,0,5,1,25,42,43,25,60,30,12,47,74,6,57,9,21,101,21,101,2,2,3,3,0,2,1,2,2,1,0,2,1691724484,5814238898,8607944692,1828340606,296472,114960,535156,24503,55479,41996,58290,50355,71848,36018,104979,7940,15113,4444,1875,3533,1193,19679,21871,11046,69975,33458,103513,22548
